silo_ID;destination_cod;destination_mun;destination_state;destination_biome;destination_lat;destination_long;destination_cnpj;destination_company;destination_dt;company_group;asset_risk
755;BR-4322400;URUGUAIANA;RS;PAMPA;-29.988;-57.183;7260000000000.0;AVANTISUL AGRONEGOCIOS LTDA;b1.4;other;At-risk
756;BR-4322400;URUGUAIANA;RS;PAMPA;-29.797;-57.094;46200000000000.0;PICININ ALIMENTOS LTDA;b1.4;other;At-risk
757;BR-4322400;URUGUAIANA;RS;PAMPA;-29.783;-57.072;48300000000000.0;GUACIRA ALIMENTOS LTDA;b1.4;other;At-risk
758;BR-4322400;URUGUAIANA;RS;PAMPA;-29.765;-57.012;11100000000000.0;TRYUMPHO ALIMENTOS EIRELI;b1.4;other;At-risk
759;BR-4322400;URUGUAIANA;RS;PAMPA;-29.84057961;-56.72993458;12100000000000.0;CINEL ALIMENTOS COMERCIO IMPORTACAO E EXPORTACAO LTDA;b1.4;other;At-risk
760;BR-4300406;ALEGRETE;RS;PAMPA;-29.76410797;-55.83554921;92600000000000.0;AGROPEC PLATANOS LTDA;b1.4;other;At-risk
761;BR-4322400;URUGUAIANA;RS;PAMPA;-29.73;-56.957;97500000000000.0;AGETON AGROPECUARIA LTDA;b1.4;other;At-risk
762;BR-4310603;ITAQUI;RS;PAMPA;-29.146;-56.53;92300000000000.0;COMERCIAL DE PROD AGRICOLAS PITANGUEIRA LTDA;b1.4;other;At-risk
763;BR-4318002;SAO BORJA;RS;PAMPA;-28.71;-56.088;87600000000000.0;CEREALISTA ALBARUSKA LTDA;b1.4, b2.2;other;At-risk
764;BR-4318002;SAO BORJA;RS;PAMPA;-28.629;-56.018;88800000000000.0;PIRAHY ALIMENTOS LTDA;b1.4;other;At-risk
765;BR-4318002;SAO BORJA;RS;PAMPA;-28.683;-55.939;18800000000000.0;KMASBO COMERCIAL AGRICOLA LTDA;b1.4;other;At-risk
766;BR-4310603;ITAQUI;RS;PAMPA;-29.1;-55.574;93800000000000.0;TARUMA COMERCIO E REPRESENTACOES LTDA;b1.4;other;At-risk
767;BR-4317707;SANTO ANTONIO DAS MISSOES;RS;PAMPA;-28.4939554;-55.42603619;9290000000000.0;COOPERATIVA NATIVA AGROPECUARIA LTDA;b1.4;other;At-risk
768;BR-4310553;ITACURUBI;RS;PAMPA;-28.793;-55.235;93700000000000.0;AGROPECUARIA SOBRADINHO LTDA;b1.4;other;At-risk
769;BR-4318101;SAO FRANCISCO DE ASSIS;RS;PAMPA;-29.316;-55.083;17500000000000.0;NOVA VENEZA COMERCIO DE CEREAIS LTDA;b1.4;other;At-risk
770;BR-4318101;SAO FRANCISCO DE ASSIS;RS;PAMPA;-29.351;-55.066;7470000000000.0;BC COMERCIO DE CEREAIS LTDA;b1.4;other;At-risk
771;BR-4302501;BOSSOROCA;RS;PAMPA;-28.66180081;-54.97131346;3420000000000.0;AGROFEL AGRO COMERCIAL LTDA;b1.4;other;At-risk
772;BR-4318903;SAO LUIZ GONZAGA;RS;PAMPA;-28.41;-54.928;98200000000000.0;CAMERA AGROALIMENTOS SA;b1.4;other;Negligible
773;BR-4304655;CAPAO DO CIPO;RS;PAMPA;-28.95957344;-54.58217078;6180000000000.0;ITANIR BILIBIO E CIA LTDA;b1.4;other;At-risk
774;BR-4304655;CAPAO DO CIPO;RS;PAMPA;-28.91;-54.556;3420000000000.0;AGROFEL AGRO COMERCIAL LTDA;b1.4;other;At-risk
775;BR-4312104;MATA;RS;ATLANTIC FOREST;-29.53893697;-54.46872121;13400000000000.0;PAULO ROBERTO SCALON;b1.4;other;At-risk
776;BR-4319158;SAO MIGUEL DAS MISSOES;RS;PAMPA;-28.778;-54.437;96200000000000.0;COTRISACOOP TRIT REG STO ANGELO LTDA;b1.4;other;Negligible
777;BR-4319158;SAO MIGUEL DAS MISSOES;RS;PAMPA;-28.501;-54.546;17000000000000.0;MASSOCO INSUMOS LTDA;b1.4;other;Negligible
778;BR-4322202;TUPANCIRETA;RS;PAMPA;-29.072;-54.033;77900000000000.0;CVALE  COOPERATIVA AGROINDUSTRIAL;b1.2, b2.2;other;Negligible
779;BR-4311205;JULIO DE CASTILHOS;RS;PAMPA;-29.153;-53.4;77900000000000.0;CVALE  COOPERATIVA AGROINDUSTRIAL;b1.2, b2.2;other;Negligible
780;BR-4303301;CAIBATE;RS;PAMPA;-28.3354841;-54.65545392;6160000000000.0;CEREAIS ADAMS IMPORTADORA E EXPORTADORA LTDA;b1.4;other;Negligible
781;BR-4317202;SANTA ROSA;RS;ATLANTIC FOREST;-27.787;-54.46;98300000000000.0;COOPERATIVA MISTA SAO LUIZ LTDA;b1.4;other;Negligible
782;BR-4306734;DOUTOR MAURICIO CARDOSO;RS;ATLANTIC FOREST;-27.511;-54.368;98300000000000.0;COOPERATIVA MISTA SAO LUIZ LTDA;b1.4;other;Negligible
783;BR-4306734;DOUTOR MAURICIO CARDOSO;RS;ATLANTIC FOREST;-27.53;-54.361;98200000000000.0;CAMERA AGROALIMENTOS SA;b1.4;other;Negligible
784;BR-4309001;GIRUA;RS;PAMPA;-28.03002888;-54.2990795;20100000000000.0;LAZAROTTO COMERCIO E ARMAZENS;b1.4;other;Negligible
785;BR-4309605;HORIZONTINA;RS;ATLANTIC FOREST;-27.59033317;-54.29901346;5240000000000.0;COOPERVISAO  COOP AGROP NOVA VISAO LTDA;b1.4;other;Negligible
786;BR-4321808;TRES DE MAIO;RS;ATLANTIC FOREST;-27.73190953;-54.26521528;93800000000000.0;TARUMA COMERCIO E REPRESENTACOES LTDA;b1.4;other;Negligible
787;BR-4306056;CRISTAL;RS;PAMPA;-30.981;-51.945;67400000000000.0;CORTICEIRAS AGROPECUARIA LTDA;b1.4;other;At-risk
788;BR-4303509;CAMAQUA;RS;PAMPA;-30.963;-51.843;92500000000000.0;AGROP CANJICA SA;b1.4;other;At-risk
789;BR-4303509;CAMAQUA;RS;PAMPA;-30.874;-51.807;92400000000000.0;AGROFLAM COM E REPRESENTACOES LTDA;b1.4;other;At-risk
790;BR-4303509;CAMAQUA;RS;PAMPA;-30.821;-51.714;64900000000000.0;CAMIL ALIMENTOS SA;b1.4, b2.2;other;At-risk
791;BR-4301909;BARRA DO RIBEIRO;RS;PAMPA;-30.48;-51.487;85100000000000.0;DJM INDUSTRIA E COMERCIO DE CEREAIS LTDA;b1.2;other;At-risk
792;BR-4301909;BARRA DO RIBEIRO;RS;PAMPA;-30.37392353;-51.35761108;91000000000000.0;COM E BENEF DE ARROZ METTE LTDAME;b1.4;other;At-risk
793;BR-4323002;VIAMAO;RS;PAMPA;-30.16714073;-50.86954737;11600000000000.0;ARROZEIRA SOBRADO LTDA;b1.4;other;At-risk
794;BR-4323002;VIAMAO;RS;PAMPA;-30.16714073;-50.86954737;4110000000000.0;ARROZEIRA ITAUNA LTDA;b1.4;other;At-risk
795;BR-4304671;CAPIVARI DO SUL;RS;PAMPA;-30.177;-50.503;16600000000000.0;VL SUL ASSESSORIA EM AGRONEGOCIOS LTDA;b1.4;other;At-risk
796;BR-4313656;PALMARES DO SUL;RS;PAMPA;-30.467;-50.485;11800000000000.0;NAURO VELHO SESSIM;b1.4;other;Negligible
797;BR-4312500;MOSTARDAS;RS;PAMPA;-31.104;-50.92;89500000000000.0;COOP AGRIC MOSTARDENSE LTDA;b1.4;other;At-risk
798;BR-4317301;SANTA VITORIA DO PALMAR;RS;PAMPA;-33.532;-53.355;14100000000000.0;AGROPECUARIA IRMAOS PLA LTDA;b1.4;other;Negligible
799;BR-4317301;SANTA VITORIA DO PALMAR;RS;PAMPA;-33.521;-53.334;4290000000000.0;AGROPECUARIA CARDOZO LTDA;b1.4;other;Negligible
800;BR-4317301;SANTA VITORIA DO PALMAR;RS;PAMPA;-33.164;-52.99;8560000000000.0;AGVENTIS AGROPECUARIA LTDA;b1.4;other;At-risk
801;BR-4212106;PALMITOS;SC;ATLANTIC FOREST;-27.074;-53.148;3470000000000.0;COOPERATIVA A1;b1.4;other;Negligible
802;BR-4204905;DESCANSO;SC;ATLANTIC FOREST;-26.846;-53.492;13100000000000.0;COMERCIAL DE GRAOS GRASSIOLI LTDA;b1.4;other;Negligible
803;BR-5100607;ALTO TAQUARI;MT;CERRADO;-17.801;-53.388;15400000000000.0;MONTE SUL COM ALIMENTOS LTDA;b1.4;other;Negligible
804;BR-5100300;ALTO ARAGUAIA;MT;CERRADO;-17.34;-53.224;14700000000000.0;H A PIMENTA  CIA LTDA;b1.4;other;At-risk
805;BR-5003256;COSTA RICA;MS;CERRADO;-18.211;-53.206;89100000000000.0;SLC AGRICOLA SA;b1.4;other;Negligible
806;BR-5003256;COSTA RICA;MS;CERRADO;-18.161;-53.133;84000000000000.0;BUNGE ALIMENTOS SA;b1.1;BUNGE;Negligible
807;BR-5218102;PORTELANDIA;GO;CERRADO;-17.399;-52.68;80671004105.0;CARAMURU ALIMENTOS SA;b1.1, b1.2;other;At-risk
808;BR-5205471;CHAPADAO DO CEU;GO;CERRADO;-18.414;-52.633;80671004288.0;CARAMURU ALIMENTOS SA;b1.1, b1.2;other;At-risk
809;BR-5213103;MINEIROS;GO;CERRADO;-17.473;-52.575;1840000000000.0;BRF SA;b1.4;other;At-risk
810;BR-5213103;MINEIROS;GO;CERRADO;-17.582;-52.545;47100000000000.0;LOUIS DREYFUS COMPANY BRASIL SA;b1.1;LOUIS DREYFUS;At-risk
811;BR-5213103;MINEIROS;GO;CERRADO;-17.558;-52.53;1170000000000.0;COOPERATIVA MISTA AGROPECUARIA DO VALE DO ARAGUAIA;b1.4;other;At-risk
812;BR-5211909;JATAI;GO;CERRADO;-17.807;-52.039;80671004601.0;CARAMURU ALIMENTOS SA;b1.1, b1.2, b1.5;other;At-risk
813;BR-5211909;JATAI;GO;CERRADO;-17.817;-52.028;1840000000000.0;BRF SA;b1.4, b1.5;other;At-risk
814;BR-5211909;JATAI;GO;CERRADO;-17.825;-51.981;37300000000000.0;ARMS GERAIS ARIRANHA LTDA;b1.5;other;At-risk
815;BR-5211909;JATAI;GO;CERRADO;-18.113;-51.886;23900000000000.0;ARMAZENS GERAIS PONTE DE PEDRA LTDA  ME;b1.4, b1.5;other;At-risk
816;BR-5211909;JATAI;GO;CERRADO;-17.914;-51.686;22700000000000.0;ARMAZENS GERAIS DIAS LTDA;b1.5;other;At-risk
817;BR-5211909;JATAI;GO;CERRADO;-17.907;-51.678;47100000000000.0;LOUIS DREYFUS COMPANY BRASIL SA;b1.1, b1.2, b1.4, b1.5;LOUIS DREYFUS;At-risk
818;BR-5211909;JATAI;GO;CERRADO;-17.902;-51.674;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.5;CARGIL;At-risk
819;BR-5211909;JATAI;GO;CERRADO;-17.834;-51.523;19433832000.0;DELMIR GOBBI;b1.5;other;At-risk
820;BR-5211909;JATAI;GO;CERRADO;-17.901;-51.47;297976168.0;DONALDO ALVES DE ALMEIDA;b1.5;other;At-risk
821;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.651;-54.887;0.0;CAROLINA MAGGI RIBEIRO;b1.5;other;At-risk
822;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.583;-54.859;87700000000000.0;AGROPASTORIL JOTABASSO LTDA;b1.4, b1.5;other;At-risk
823;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.915;-54.819;3316602968.0;AILOR CARLOS ANGHINONI;b1.5;other;At-risk
824;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.738;-54.804;0.0;CAROLINA MAGGI RIBEIRO;b1.5;other;At-risk
825;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.908;-54.795;21234566915.0;SERGIO JOSE ZANCANARO;b1.5;other;At-risk
826;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.88;-54.73;0.0;CAROLINA MAGGI RIBEIRO;b1.5;other;At-risk
827;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.831;-54.697;32006080806.0;ARI TORREMOCHA FIM;b1.5;other;At-risk
828;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.416;-54.681;62400000000000.0;EISA  EMPRESA INTERAGRICOLA SA;b1.5;other;At-risk
829;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.445;-54.676;75800000000000.0;TRANSPORTADORA CAIBIENSE LTDA;b1.4, b1.5;other;At-risk
830;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.471;-54.671;2000000000000.0;ADM DO BRASIL LTDA;b1.1, b1.2, b1.5;ADM;At-risk
831;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.466;-54.67;1320000000000.0;PARANATINGA ARMAZENS GERAIS LTDA;b1.5;other;At-risk
832;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.468;-54.664;0.0;CAROLINA MAGGI RIBEIRO;b1.5;other;At-risk
833;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.497;-54.647;16800000000000.0;MASTER BR FOODS IND E COMERCIO LTDA;b1.4, b1.5;other;At-risk
834;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.496;-54.635;0.0;CAROLINA MAGGI RIBEIRO;b1.5;other;At-risk
835;BR-5107602;RONDONOPOLIS;MT;CERRADO;-16.5;-54.629;0.0;CAROLINA MAGGI RIBEIRO;b1.5;other;At-risk
836;BR-5104609;ITIQUIRA;MT;CERRADO;-17.179;-54.278;0.0;SACHETTI ARMAZENS GERAIS LTDA;b1.5;other;Negligible
837;BR-5104609;ITIQUIRA;MT;CERRADO;-17.179;-54.278;0.0;JOSE FRANCISCO DE MORAES;b1.5;other;Negligible
838;BR-5104609;ITIQUIRA;MT;CERRADO;-17.179;-54.278;0.0;CARLOS MARIN;b1.5;other;Negligible
839;BR-5100409;ALTO GARCAS;MT;CERRADO;-16.956;-53.525;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.2, b2.1, b2.2;CARGIL;Negligible
840;BR-5100300;ALTO ARAGUAIA;MT;CERRADO;-17.242;-53.324;47100000000000.0;LOUIS DREYFUS COMPANY BRASIL SA;b1.1, b1.2, b1.4;LOUIS DREYFUS;At-risk
841;BR-5100300;ALTO ARAGUAIA;MT;CERRADO;-17.253;-53.318;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.2, b2.2;CARGIL;At-risk
842;BR-5000906;ANTONIO JOAO;MS;CERRADO;-22.20573305;-55.96925497;18700000000000.0;CERES ARMAZENS GERAIS LTDA;b1.4;other;At-risk
843;BR-5000906;ANTONIO JOAO;MS;CERRADO;-22.184;-55.945;4300000000000.0;OESTE VERDE ARMS GERAIS LTDA;b1.4;other;At-risk
844;BR-5006606;PONTA PORA;MS;CERRADO;-22.477;-55.746;2960000000000.0;CORRECTA INDUSTRIA E COMERCIO LTDA;b1.4;other;At-risk
845;BR-5006606;PONTA PORA;MS;CERRADO;-22.585;-55.682;14000000000000.0;CEREAL ARMAZENS GERAIS LTDA;b1.4;other;At-risk
846;BR-5006606;PONTA PORA;MS;CERRADO;-22.623;-55.619;4300000000000.0;OESTE VERDE ARMS GERAIS LTDA;b1.4;other;At-risk
847;BR-5006606;PONTA PORA;MS;CERRADO;-22.445;-55.528;12900000000000.0;ITAHUM EXPORT COMERCIO DE CEREAIS LTDA;b1.1, b1.2;other;At-risk
848;BR-5006606;PONTA PORA;MS;CERRADO;-22.599;-55.375;75900000000000.0;COAMO AGROINDUSTRIAL COOPERATIVA;b1.1, b1.4;COAMO;At-risk
849;BR-5006606;PONTA PORA;MS;CERRADO;-22.356;-55.095;3890000000000.0;AGROPECUARIA PAQUETA LTDA;b1.4;other;At-risk
850;BR-5002605;CAMAPUA;MS;CERRADO;-19.592;-54.034;1240000000000.0;GERMIPASTO  IND COM IMP EXP DE SEMENTES LTDA;b1.4;other;At-risk
851;BR-5002605;CAMAPUA;MS;CERRADO;-19.594;-54.033;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.2, b2.1, b2.2;CARGIL;At-risk
852;BR-5002704;CAMPO GRANDE;MS;CERRADO;-20.481;-54.754;2000000000000.0;ADM DO BRASIL LTDA;b1.1, b1.4;ADM;At-risk
853;BR-5007901;SIDROLANDIA;MS;CERRADO;-21.0;-54.575;75900000000000.0;COAMO AGROINDUSTRIAL COOPERATIVA;b1.1, b1.2, b1.4, b2.2;COAMO;At-risk
854;BR-5002704;CAMPO GRANDE;MS;CERRADO;-20.497;-54.555;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.2, b2.1, b2.2;CARGIL;At-risk
855;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.757;-52.712;25000000000000.0;ALL AMERICA LATINA LOGISTICA MALHA NORTE SA;b1.5;other;Negligible
856;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.785;-52.701;0.0;JOSE IZIDORO CORSO E OUTRO;b1.5;other;Negligible
857;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.99422859;-52.69822178;35273470978.0;ADAN ILLICH;b1.5;other;Negligible
858;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.99422859;-52.69822178;7200000000000.0;ARMS GERAIS LAGOA VERMELHA;b1.5;other;Negligible
859;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.803;-52.602;4150000000000.0;TRES DIVISAS ARMS GERAIS LTDA;b1.5;other;Negligible
860;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.8;-52.601;7250000000000.0;AGRICULTORES ARMAZENS GERAIS LTDA;b1.5;other;Negligible
861;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.805;-52.601;1000000000000.0;RIO GRANDE ARMAZENS GERAIS LTDA;b1.5;other;Negligible
862;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.806;-52.597;32087853991.0;VALTER DUCH;b1.5;other;Negligible
863;BR-5002951;CHAPADAO DO SUL;MS;CERRADO;-18.847;-52.503;0.0;JOSE IZIDORO CORSO E OUTRO;b1.5;other;Negligible
864;BR-5211909;JATAI;GO;CERRADO;-18.005;-52.107;56014163034.0;AIRTON ANTONIO KATZER;b1.5;other;At-risk
865;BR-5211909;JATAI;GO;CERRADO;-17.993;-52.068;7942168034.0;IGNACIO ROQUE KATZER E OUTRO;b1.5;other;At-risk
866;BR-5003702;DOURADOS;MS;CERRADO;-22.094;-55.348;15500000000000.0;COASA ARMS GERAIS LTDA;b1.5;other;At-risk
867;BR-5003702;DOURADOS;MS;CERRADO;-22.055;-55.206;0.0;LONDRES MACHADO;b1.5;other;At-risk
868;BR-5003702;DOURADOS;MS;CERRADO;-22.055;-55.206;0.0;IGUMA COMERCIO DE CEREAIS;b1.5;other;At-risk
869;BR-5003702;DOURADOS;MS;CERRADO;-22.055;-55.206;0.0;FV COMERCIO  IMPORT E EXPORT DE CEREAIS LTDA;b1.5;other;At-risk
870;BR-5003702;DOURADOS;MS;CERRADO;-22.309;-54.985;0.0;LONDRES MACHADO;b1.5;other;At-risk
871;BR-5003702;DOURADOS;MS;CERRADO;-22.309;-54.985;0.0;IGUMA COMERCIO DE CEREAIS;b1.5;other;At-risk
872;BR-5003702;DOURADOS;MS;CERRADO;-22.309;-54.985;0.0;FV COMERCIO  IMPORT E EXPORT DE CEREAIS LTDA;b1.5;other;At-risk
873;BR-5003702;DOURADOS;MS;CERRADO;-22.209;-54.861;92800000000000.0;AVIPAL SA  AVICULTURA E AGROPECUARIA;b1.5;other;At-risk
874;BR-5003702;DOURADOS;MS;CERRADO;-22.209;-54.858;0.0;LONDRES MACHADO;b1.5;other;At-risk
875;BR-5003702;DOURADOS;MS;CERRADO;-22.209;-54.858;0.0;IGUMA COMERCIO DE CEREAIS;b1.5;other;At-risk
876;BR-5003702;DOURADOS;MS;CERRADO;-22.209;-54.858;0.0;FV COMERCIO  IMPORT E EXPORT DE CEREAIS LTDA;b1.5;other;At-risk
877;BR-5003702;DOURADOS;MS;CERRADO;-22.14517947;-54.83799704;80800000000000.0;CAMPO OESTE IMP EXPORTACAO LTDA;b1.5;other;At-risk
878;BR-5003702;DOURADOS;MS;CERRADO;-22.14517947;-54.83799704;8460000000000.0;CASSEMIRO E BIFARONE LTDA;b1.5;other;At-risk
879;BR-5003702;DOURADOS;MS;CERRADO;-22.14517947;-54.83799704;7770000000000.0;BECA ARMAZENS GERAIS LTDA;b1.5;other;At-risk
880;BR-5003702;DOURADOS;MS;CERRADO;-22.14517947;-54.83799704;4348417814.0;CLAUDIO FRANCO;b1.5;other;At-risk
881;BR-5004502;ITAPORA;MS;ATLANTIC FOREST;-22.033;-54.743;2350000000000.0;BALASSO ARMAZENS GERAIS LTDA  ME;b1.4;other;At-risk
882;BR-5004502;ITAPORA;MS;ATLANTIC FOREST;-22.037;-54.743;28000000000000.0;CROPPER ARMAZENS GERAIS LTDA ME;b1.4;other;At-risk
883;BR-5003702;DOURADOS;MS;CERRADO;-22.224;-54.738;0.0;LONDRES MACHADO;b1.5;other;At-risk
884;BR-5003702;DOURADOS;MS;CERRADO;-22.224;-54.738;0.0;IGUMA COMERCIO DE CEREAIS;b1.5;other;At-risk
885;BR-5003702;DOURADOS;MS;CERRADO;-22.224;-54.738;0.0;FV COMERCIO  IMPORT E EXPORT DE CEREAIS LTDA;b1.5;other;At-risk
886;BR-5003702;DOURADOS;MS;CERRADO;-22.183;-54.677;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.2, b1.5, b2.1, b2.2, b2.4;CARGIL;At-risk
887;BR-5003801;FATIMA DO SUL;MS;ATLANTIC FOREST;-22.327;-54.575;27600000000000.0;BTX AGROPECUARIA LTDA;b1.4;other;At-risk
888;BR-5003504;DOURADINA;MS;ATLANTIC FOREST;-22.081;-54.568;5420000000000.0;EMPRESA ARMAZENADORA CRUZALTINA  EMANTINA;b1.4;other;At-risk
889;BR-5003702;DOURADOS;MS;CERRADO;-22.188;-54.458;0.0;LONDRES MACHADO;b1.5;other;At-risk
890;BR-5003702;DOURADOS;MS;CERRADO;-22.188;-54.458;0.0;IGUMA COMERCIO DE CEREAIS;b1.5;other;At-risk
891;BR-5003702;DOURADOS;MS;CERRADO;-22.188;-54.458;0.0;FV COMERCIO  IMPORT E EXPORT DE CEREAIS LTDA;b1.5;other;At-risk
892;BR-5003702;DOURADOS;MS;CERRADO;-22.113;-54.43;75900000000000.0;COAMO AGROINDUSTRIAL COOPERATIVA;b1.1, b1.2, b1.4, b1.5;COAMO;At-risk
893;BR-5003702;DOURADOS;MS;CERRADO;-22.09;-54.382;0.0;LONDRES MACHADO;b1.5;other;At-risk
894;BR-5003702;DOURADOS;MS;CERRADO;-22.09;-54.382;0.0;IGUMA COMERCIO DE CEREAIS;b1.5;other;At-risk
895;BR-5003702;DOURADOS;MS;CERRADO;-22.09;-54.382;0.0;FV COMERCIO  IMPORT E EXPORT DE CEREAIS LTDA;b1.5;other;At-risk
896;BR-5004601;ITAQUIRAI;MS;ATLANTIC FOREST;-23.37;-54.212;81600000000000.0;COOPERATIVA AGROINDUSTRIAL COPAGRIL;b1.4;other;Negligible
897;BR-5005400;MARACAJU;MS;CERRADO;-21.642;-55.225;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
898;BR-5005400;MARACAJU;MS;CERRADO;-21.642;-55.201;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
899;BR-5005400;MARACAJU;MS;CERRADO;-21.615;-55.186;75900000000000.0;COAMO AGROINDUSTRIAL COOPERATIVA;b1.1, b1.2, b1.4, b1.5;COAMO;At-risk
900;BR-5005400;MARACAJU;MS;CERRADO;-21.611;-55.18;77800000000000.0;LAR COOPERATIVA AGROINDUSTRIAL;b1.5;other;At-risk
901;BR-5005400;MARACAJU;MS;CERRADO;-21.612;-55.177;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.2, b1.5, b2.1, b2.2, b2.4;CARGIL;At-risk
902;BR-5005400;MARACAJU;MS;CERRADO;-21.642;-55.173;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
903;BR-5005400;MARACAJU;MS;CERRADO;-21.637;-55.157;15500000000000.0;COASA ARMS GERAIS LTDA;b1.5;other;At-risk
904;BR-5005400;MARACAJU;MS;CERRADO;-21.684;-55.095;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
905;BR-5004502;ITAPORA;MS;ATLANTIC FOREST;-22.00247994;-54.87371784;75900000000000.0;COAMO AGROINDUSTRIAL COOPERATIVA;b1.1, b1.2, b1.4, b2.2;COAMO;Negligible
906;BR-5002407;CAARAPO;MS;ATLANTIC FOREST;-22.618;-54.842;11600000000000.0;CAMPO ALTO ARMAZENS GERAIS LTDA;b1.4, b1.5;other;Negligible
907;BR-5002407;CAARAPO;MS;ATLANTIC FOREST;-22.612;-54.814;77800000000000.0;LAR COOPERATIVA AGROINDUSTRIAL;b1.5;other;Negligible
908;BR-5002407;CAARAPO;MS;ATLANTIC FOREST;-22.58762965;-54.80458715;75900000000000.0;COAMO AGROINDUSTRIAL COOPERATIVA;b1.1, b1.2, b1.4, b1.5;COAMO;Negligible
909;BR-5002407;CAARAPO;MS;ATLANTIC FOREST;-22.58762965;-54.80458715;5950000000000.0;CAMPANARIO ARMAZENS GERAIS LTDA;b1.5;other;Negligible
910;BR-5002407;CAARAPO;MS;ATLANTIC FOREST;-22.58762965;-54.80458715;2000000000000.0;ADM DO BRASIL LTDA;b1.1, b1.2, b1.5;ADM;Negligible
911;BR-5005400;MARACAJU;MS;CERRADO;-21.779;-55.576;7910000000000.0;TONON BIOENERGIA SA;b1.5;other;At-risk
912;BR-5005400;MARACAJU;MS;CERRADO;-21.716;-55.573;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
913;BR-5005400;MARACAJU;MS;CERRADO;-21.495;-55.481;92291000195.0;ARMAZEM AGROFORTE;b1.5;other;At-risk
914;BR-5005400;MARACAJU;MS;CERRADO;-21.618;-55.429;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
915;BR-5005400;MARACAJU;MS;CERRADO;-21.658;-55.425;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
916;BR-5005400;MARACAJU;MS;CERRADO;-21.55196563;-55.39655248;77800000000000.0;LAR COOPERATIVA AGROINDUSTRIAL;b1.5;other;At-risk
917;BR-5005400;MARACAJU;MS;CERRADO;-21.55196563;-55.39655248;24600000000000.0;MATOSUL AGROINDUSTRIAL LTDA;b1.4, b1.5;other;At-risk
918;BR-5005400;MARACAJU;MS;CERRADO;-21.55196563;-55.39655248;11821140834.0;ROBERTO LUIZ PEREIRA DE SOUZA;b1.5;other;At-risk
919;BR-5005400;MARACAJU;MS;CERRADO;-21.55196563;-55.39655248;4943503004.0;VITELIO SARTORI;b1.5;other;At-risk
920;BR-5005400;MARACAJU;MS;CERRADO;-21.55196563;-55.39655248;678708991.0;TELMO ROVERNO ROOS;b1.5;other;At-risk
921;BR-5005400;MARACAJU;MS;CERRADO;-21.651;-55.335;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
922;BR-5005400;MARACAJU;MS;CERRADO;-21.576;-55.29;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
923;BR-5005400;MARACAJU;MS;CERRADO;-21.576;-55.247;39118681034.0;DANILO KUDIESS E OUTROS;b1.5;other;At-risk
924;BR-5005400;MARACAJU;MS;CERRADO;-21.68;-55.184;0.0;JAIRO DA SILVA ANTORIA;b1.5;other;At-risk
925;BR-5005400;MARACAJU;MS;CERRADO;-21.569;-55.124;9080000000000.0;BBCA BRAZIL INDUSTRIAL E INVESTIMENTOS LTDA;b1.5;other;At-risk
926;BR-5007208;RIO BRILHANTE;MS;CERRADO;-21.69620291;-54.55732846;20200000000000.0;VASCONCELLOS ARMAZENS GERAIS;b1.4;other;At-risk
