silo_ID;destination_cod;destination_mun;destination_state;destination_biome;destination_lat;destination_long;destination_cnpj;destination_company;destination_dt;company_group;asset_risk
1;BR-1100304;VILHENA;RO;AMAZON;-12.453;-60.194;95380108091.0;ADAIR JOSE MENEGOL;b1.5;other;At-risk
2;BR-1100304;VILHENA;RO;AMAZON;-12.453;-60.194;22659824827.0;CARLOS ALBERTO MOREIRA MODOTTE;b1.5;other;At-risk
3;BR-1100304;VILHENA;RO;AMAZON;-12.744;-60.121;5110000000000.0;MULTIFOS NUTRICAO ANIMAL LTDA;b1.5;other;At-risk
4;BR-1100304;VILHENA;RO;AMAZON;-12.764;-60.092;5540000000000.0;INVEST INDUSTRIA E COMERCIO DE CEREAIS LTDA  ME;b1.4, b1.5;other;At-risk
5;BR-1100304;VILHENA;RO;AMAZON;-12.523;-60.071;20374070253.0;CLAIDES LAZARETTI MASUTTI;b1.5;other;At-risk
6;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-13.866;-59.324;55899692049.0;VALERIO VALENTIM BARRACHINI;b1.5;other;At-risk
7;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-13.758;-59.282;92509134191.0;SIDNEI ZANELLA;b1.5;other;At-risk
8;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-13.7;-59.261;6080000000000.0;ARMAZENS GERAIS DELAZZERI LTDA;b1.4, b1.5;other;At-risk
9;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-13.971;-59.261;87862816153.0;SADI LUIZ PICCININ JUNIOR;b1.5;other;At-risk
10;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-14.297;-59.248;22429271915.0;ELIO ADANIR GIONGO;b1.5;other;At-risk
11;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-14.023;-59.212;33265364968.0;JACI JOSE NICARETTA;b1.5;other;At-risk
12;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-14.106;-59.201;6465307987.0;LUZ ANISIO BORTOLUZZI;b1.5;other;At-risk
13;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-14.044;-59.188;80538134968.0;MARCELO HENRIQUE ZANCHET;b1.5;other;At-risk
14;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-13.989;-59.177;24261521091.0;LUIZ TADEU GARCIA TATIM;b1.5;other;At-risk
15;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-13.683;-59.148;10600000000000.0;MASCARELLO ARMAZENS GERAIS LTDA;b1.5;other;At-risk
16;BR-5102686;CAMPOS DE JULIO;MT;CERRADO;-13.429;-59.089;8280000000000.0;URAI ARMAZENS GERAIS LTDA;b1.5;other;At-risk
17;BR-5107875;SAPEZAL;MT;CERRADO;-13.703;-58.958;10513000968.0;ALMIR MASSAROLI;b1.5;other;At-risk
18;BR-5107875;SAPEZAL;MT;CERRADO;-13.3;-58.806;2890000000000.0;AGROPECUARIA TREMONHA LTDA;b1.4, b1.5;other;At-risk
19;BR-5107875;SAPEZAL;MT;CERRADO;-13.445;-58.8;5593255091.0;RICARDO ROBERTO;b1.5;other;At-risk
20;BR-5107875;SAPEZAL;MT;CERRADO;-13.526;-58.8;14569655904.0;PEDRO MUFFATO;b1.5;other;At-risk
21;BR-5107875;SAPEZAL;MT;CERRADO;-13.534;-58.798;10400000000000.0;BOM FUTURO AGRICOLA LTDA;b1.4, b1.5;other;At-risk
22;BR-5107875;SAPEZAL;MT;CERRADO;-13.414;-58.769;10400000000000.0;BOM FUTURO AGRICOLA LTDA;b1.4, b1.5;other;At-risk
23;BR-5107875;SAPEZAL;MT;CERRADO;-13.525;-58.572;15000000000000.0;SEMENTES TANGARA LTDA;b1.4, b1.5;other;At-risk
24;BR-5103205;COLIDER;MT;AMAZON;-10.792;-55.467;21400000000000.0;FERTIGRAOS LTDA  EPP;b1.4;other;At-risk
25;BR-5107909;SINOP;MT;AMAZON;-11.514;-55.374;62103822900.0;SERGIO ANTONIO MARCON;b1.5;other;At-risk
26;BR-5103056;CLAUDIA;MT;AMAZON;-11.375;-55.341;17000000000000.0;AGRO SEEDS ARMAZENS GERAIS LTDA  EPP;b1.4;other;At-risk
27;BR-5106190;NOVA SANTA HELENA;MT;AMAZON;-10.818;-55.176;6320000000000.0;COFCO INTERNATIONAL BRASIL SA;b1.1, b1.2;COFCO;At-risk
28;BR-5106265;NOVO MUNDO;MT;AMAZON;-9.745;-55.16;6320000000000.0;COFCO INTERNATIONAL BRASIL SA;b1.1, b1.2;COFCO;At-risk
29;BR-5105606;MATUPA;MT;AMAZON;-10.12;-54.932;77300000000000.0;AMAGGI EXPORTACAO E IMPORTACAO LTDA;b1.1, b1.2, b1.5, b2.1, b2.2, b2.4;AMAGGI;At-risk
30;BR-1506807;SANTAREM;PA;AMAZON;-2.679336298;-55.23845546;5990000000000.0;INDUSTRIA E COMERCIO DE ARROZ LONDRINA LTDA;b1.4;other;At-risk
31;BR-1506807;SANTAREM;PA;AMAZON;-2.418;-54.736;60500000000000.0;CARGILL AGRICOLA SA;b1.1, b1.2;CARGIL;At-risk
32;BR-1506807;SANTAREM;PA;AMAZON;-2.463;-54.723;74600000000000.0;FERTITEX AGRO  FERTILIZANTES E PRODUTOS AGROPECUARIOS LTDA;b1.2, b1.4;other;At-risk
33;BR-1505502;PARAGOMINAS;PA;AMAZON;-3.20346194;-47.60316738;18140972878.0;MARCOS VILLELA ZANCANER;b1.5;other;At-risk
34;BR-1505502;PARAGOMINAS;PA;AMAZON;-3.20346194;-47.60316738;4880000000000.0;AGROPECUARIA BOA SORTE SA;b1.5;other;At-risk
35;BR-1501303;BARCARENA;PA;AMAZON;-1.504;-48.724;6020000000000.0;RIO TURIA SERVICOS LOGISTICOS LTDA;b1.4;other;Negligible
36;BR-5103353;CONFRESA;MT;AMAZON;-10.607;-51.524;19500000000000.0;COLTIVARE AGRICOLA LTDA;b1.4;other;Negligible
37;BR-1506708;SANTANA DO ARAGUAIA;PA;AMAZON;-9.551;-50.565;24200000000000.0;JK ARMAZENS GERAIS LTDA  ME;b1.4;other;At-risk
38;BR-1506583;SANTA MARIA DAS BARREIRAS;PA;AMAZON;-8.25;-50.307;18200000000000.0;AGROPECUARIA CATARATAS LTDA;b1.4;other;At-risk
39;BR-1506138;REDENCAO;PA;AMAZON;-8.031;-50.022;5250000000000.0;CARAJAS INDUSTRIA COMERCIO DE PRODUTOS ALIMENTICIOS E SERVICOS LTDAEPP;b1.4;other;At-risk
40;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.165;-46.36;24800490006.0;JOAO CARLOS PUTON;b1.5;other;At-risk
41;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.269;-46.346;0.0;VILSON HOLNIK;b1.5;other;At-risk
42;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.269;-46.346;0.0;JAIME ARNOLDO CAPPELLESSO;b1.5;other;At-risk
43;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.269;-46.346;0.0;ADELAR FONTANA;b1.5;other;At-risk
44;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.145;-46.333;1996967053.0;LUCIR FICANHA;b1.5;other;At-risk
45;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.125;-46.318;0.0;VILSON HOLNIK;b1.5;other;At-risk
46;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.125;-46.318;0.0;JAIME ARNOLDO CAPPELLESSO;b1.5;other;At-risk
47;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.125;-46.318;0.0;ADELAR FONTANA;b1.5;other;At-risk
48;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.125;-46.317;31024068072.0;CARLOS ANTONIO CASALI;b1.5;other;At-risk
49;BR-2903201;BARREIRAS;BA;CERRADO;-11.837;-46.289;0.0;SP COMERCIO DE CEREAIS LTDA;b1.5;other;At-risk
50;BR-2903201;BARREIRAS;BA;CERRADO;-11.826;-46.275;9399690091.0;SERGIO SILVA QUEIROZ;b1.5;other;At-risk
51;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.257;-46.258;0.0;VILSON HOLNIK;b1.5;other;At-risk
52;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.257;-46.258;0.0;JAIME ARNOLDO CAPPELLESSO;b1.5;other;At-risk
53;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.257;-46.258;0.0;ADELAR FONTANA;b1.5;other;At-risk
54;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.421;-46.235;0.0;VILSON HOLNIK;b1.5;other;At-risk
55;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.421;-46.235;0.0;JAIME ARNOLDO CAPPELLESSO;b1.5;other;At-risk
56;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.421;-46.235;0.0;ADELAR FONTANA;b1.5;other;At-risk
57;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.418;-46.214;3411702915.0;NESTOR WALLAUER;b1.5;other;At-risk
58;BR-2903201;BARREIRAS;BA;CERRADO;-11.78;-46.169;0.0;SP COMERCIO DE CEREAIS LTDA;b1.5;other;At-risk
59;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.084;-46.133;0.0;VILSON HOLNIK;b1.5;other;At-risk
60;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.084;-46.133;0.0;JAIME ARNOLDO CAPPELLESSO;b1.5;other;At-risk
61;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.084;-46.133;0.0;ADELAR FONTANA;b1.5;other;At-risk
62;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.363;-46.128;47652101972.0;ISABEL DA CUNHA;b1.5;other;At-risk
63;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.006;-46.035;34888748853.0;UMBERTO CARLOS DE SOUZA E OUTROS;b1.5;other;At-risk
64;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.19374212;-46.013069;891000000000.0;COOPERATIVA AGROPECUARIA DO OESTE DA BAHIA;b1.5;other;At-risk
65;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.19374212;-46.013069;50392786591.0;AIRTON ARMANDIO KERBER;b1.5;other;At-risk
66;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.19374212;-46.013069;13700000000000.0;BELAP AGROP SA;b1.4, b1.5;other;At-risk
67;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.19374212;-46.013069;2890000000000.0;CARAMURU ARMAZENS GERAIS LTDA;b1.5;other;At-risk
68;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.115;-45.964;6960000000000.0;MULTIGRAIN SA;b1.1, b1.5;other;At-risk
69;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.112;-45.96;2000000000000.0;ADM DO BRASIL LTDA;b1.1, b1.2, b1.4, b1.5;ADM;At-risk
70;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.107;-45.926;11000000000000.0;AMAGGI LOUIS DREYFUS ZENNOH GRAOS SA;b1.1, b1.2, b1.4, b1.5;LOUIS DREYFUS;At-risk
71;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.12;-45.925;4340000000000.0;CAPTAR AGROBUSINESS E CONFINAMENTO LTDA;b1.5;other;At-risk
72;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.112;-45.876;62400000000000.0;EISA  EMPRESA INTERAGRICOLA SA;b1.5;other;At-risk
73;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.1;-45.87;12200000000000.0;INDUSTRIAS REUNIDAS CORINGA LTDA;b1.4, b1.5;other;At-risk
74;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.117;-45.869;6970000000000.0;LOUIS DREYFUS COMPANY ARMAZENS GERAIS LTDA;b1.5;LOUIS DREYFUS;At-risk
75;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.093;-45.817;84000000000000.0;BUNGE ALIMENTOS SA;b1.1, b1.2, b1.5;BUNGE;At-risk
76;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.218;-45.815;0.0;VILSON HOLNIK;b1.5;other;At-risk
77;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.218;-45.815;0.0;JAIME ARNOLDO CAPPELLESSO;b1.5;other;At-risk
78;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.218;-45.815;0.0;ADELAR FONTANA;b1.5;other;At-risk
79;BR-2919553;LUIS EDUARDO MAGALHAES;BA;CERRADO;-12.09;-45.792;3590000000000.0;GRAO DO CERRADO COMERCIO E EXPORTACAO DE CAFE LTDA;b1.5;other;At-risk
80;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.447;-46.398;84000000000000.0;BUNGE ALIMENTOS SA;b1.1, b1.2, b1.5, b2.1, b2.2, b2.4;BUNGE;At-risk
81;BR-2903201;BARREIRAS;BA;CERRADO;-11.767;-46.292;17633036915.0;JACINTO JOSE LERMEN;b1.5;other;At-risk
82;BR-1700707;ALVORADA;TO;CERRADO;-12.319;-49.147;5490000000000.0;CHS AGRONEGOCIO  INDUSTRIA E COMERCIO LTDA;b1.1, b1.2, b1.4;other;At-risk
83;BR-1700707;ALVORADA;TO;CERRADO;-12.472;-49.116;7290000000000.0;ADEMIR APARECIDO CAMILLI  CIA LTDA;b1.4;other;At-risk
84;BR-1702109;ARAGUAINA;TO;AMAZON;-7.278;-48.251;5640000000000.0;COALTO COM E IND ALIMENTOS DO TOCANTINS LTDA;b1.4;other;Negligible
85;BR-1706506;DARCINOPOLIS;TO;CERRADO;-6.82;-47.815;18500000000000.0;PRODUTORA DE OVOS JOSIDITH LTDA;b1.4;other;Negligible
86;BR-2109007;PORTO FRANCO;MA;CERRADO;-6.453;-47.409;10500000000000.0;AGREX DO BRASIL SA;b1.1, b1.2, b2.2;other;At-risk
87;BR-2109007;PORTO FRANCO;MA;CERRADO;-6.453;-47.407;6960000000000.0;MULTIGRAIN SA;b1.1, b1.4;other;At-risk
88;BR-2101400;BALSAS;MA;CERRADO;-8.554;-46.858;89100000000000.0;SLC AGRICOLA SA;b1.4, b1.5;other;At-risk
89;BR-1703842;CAMPOS LINDOS;TO;CERRADO;-8.203492858;-46.80441042;23503793020.0;IRINEU POSSAMAI;b1.5;other;At-risk
90;BR-2101400;BALSAS;MA;CERRADO;-8.519;-46.75;6960000000000.0;MULTIGRAIN SA;b1.1, b1.5;other;At-risk
91;BR-2101400;BALSAS;MA;CERRADO;-8.442;-46.626;89100000000000.0;SLC AGRICOLA SA;b1.4, b1.5;other;At-risk
92;BR-2101400;BALSAS;MA;CERRADO;-8.237621387;-46.34272985;27071421072.0;JORGE VIEIRA SALIB;b1.5;other;At-risk
93;BR-2101400;BALSAS;MA;CERRADO;-8.237621387;-46.34272985;23800000000000.0;AGROMANTOVA LTDA;b1.4, b1.5;other;At-risk
94;BR-2101400;BALSAS;MA;CERRADO;-8.237621387;-46.34272985;11000000000000.0;AMAGGI LOUIS DREYFUS ZENNOH GRAOS SA;b1.1, b1.5;LOUIS DREYFUS;At-risk
95;BR-2109502;RIACHAO;MA;CERRADO;-7.597756741;-46.65231937;10500000000000.0;AGREX DO BRASIL SA;b1.1, b1.2;other;At-risk
96;BR-1703909;CASEARA;TO;CERRADO;-9.400407223;-49.84811255;11600000000000.0;INTEGRACAO AGRO LTDA;b1.4;other;At-risk
97;BR-1718204;PORTO NACIONAL;TO;CERRADO;-10.982;-48.288;476374987.0;IVO DEMORI;b1.5;other;At-risk
98;BR-1720655;SILVANOPOLIS;TO;CERRADO;-11.159;-48.178;9280000000000.0;KAAM ARMAZENS GERAIS LTDA;b1.4;other;At-risk
99;BR-1720655;SILVANOPOLIS;TO;CERRADO;-11.174;-48.163;2730000000000.0;FIAGRIL LTDA;b1.1, b1.2;other;At-risk
100;BR-1718907;SANTA ROSA DO TOCANTINS;TO;CERRADO;-11.457;-48.083;6320000000000.0;COFCO INTERNATIONAL BRASIL SA;b1.1, b1.2;COFCO;At-risk
101;BR-2903201;BARREIRAS;BA;CERRADO;-11.978;-46.212;0.0;SP COMERCIO DE CEREAIS LTDA;b1.5;other;At-risk
102;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.065;-46.328;36064696087.0;VANDERLEI LUIS DELATORRE;b1.5;other;At-risk
103;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.052;-46.315;3021201903.0;RAFAEL ABRAHAMS KLIWER;b1.5;other;At-risk
104;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.069;-46.281;58396322015.0;VALDECIR ROBERTO DE MARCHI;b1.5;other;At-risk
105;BR-2903201;BARREIRAS;BA;CERRADO;-11.647;-46.247;23415479072.0;CLAUDIR LODI;b1.5;other;At-risk
106;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.539;-46.143;84418826904.0;SERGIO FIGUEREDO FREIRE;b1.5;other;At-risk
107;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.597;-46.125;76461904972.0;ELOI PILLATI;b1.5;other;At-risk
108;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.58;-46.075;1107380987.0;JOAQUIM CELESTINO FREIRE;b1.5;other;At-risk
109;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.448;-45.939;51461943949.0;ANTONIO CRESPAN;b1.5;other;At-risk
110;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.455;-45.9;56569882953.0;VALDENIR ANTONIO FORMAGIO;b1.5;other;At-risk
111;BR-1716505;PEDRO AFONSO;TO;CERRADO;-9.014;-48.18;2890000000000.0;COAPACOOP AGROP DE PEDRO AFONSO;b1.4, b1.5;other;At-risk
112;BR-1716505;PEDRO AFONSO;TO;CERRADO;-8.987;-48.166;1120565987.0;HELIO MAIOLI;b1.5;other;At-risk
113;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.011;-46.162;84000000000000.0;BUNGE ALIMENTOS SA;b1.1, b1.2, b1.5, b2.1, b2.2, b2.4;BUNGE;At-risk
114;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.032;-46.112;73217034520.0;FABIO ROBERTO LAUCK;b1.5;other;At-risk
115;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.02824564;-45.7523018;11800000000000.0;ARMAZEM GERAIS PANAMBI LTDA;b1.5;other;At-risk
116;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-10.562;-45.654;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.2, b1.5, b2.1, b2.2, b2.4;CARGIL;At-risk
117;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-10.568;-45.616;11000000000000.0;AMAGGI LOUIS DREYFUS ZENNOH GRAOS SA;b1.1, b1.2, b1.4, b1.5;LOUIS DREYFUS;At-risk
118;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-10.556;-45.608;84000000000000.0;BUNGE ALIMENTOS SA;b1.1, b1.2, b1.5, b2.1, b2.2, b2.4;BUNGE;At-risk
119;BR-2201903;BOM JESUS;PI;CERRADO;-9.223;-44.891;76147045091.0;IGOR COMPARIN;b1.5;other;At-risk
120;BR-2101400;BALSAS;MA;CERRADO;-7.486;-46.18;0.0;NARDEL JOSE GOULART;b1.5;other;At-risk
121;BR-2101400;BALSAS;MA;CERRADO;-7.519;-46.055;0.0;NARDEL JOSE GOULART;b1.5;other;At-risk
122;BR-2101400;BALSAS;MA;CERRADO;-7.502;-46.031;0.0;NARDEL JOSE GOULART;b1.5;other;At-risk
123;BR-2101400;BALSAS;MA;CERRADO;-7.563;-46.017;0.0;NARDEL JOSE GOULART;b1.5;other;At-risk
124;BR-1703073;BARRA DO OURO;TO;CERRADO;-7.717;-47.671;3120000000000.0;INDUSFLORA PRODUTOS FLORESTAIS LTDA;b1.4;other;At-risk
125;BR-2211209;URUCUI;PI;CERRADO;-7.815;-44.648;11500000000000.0;SERRA BRANCA AGRICOLA SA;b1.4;other;At-risk
126;BR-2211209;URUCUI;PI;CERRADO;-7.378;-44.396;84000000000000.0;BUNGE ALIMENTOS SA;b1.1, b1.2;BUNGE;At-risk
127;BR-2211209;URUCUI;PI;CERRADO;-7.439;-44.345;6860000000000.0;RISA SA;b1.2, b1.4;other;At-risk
128;BR-2112001;TASSO FRAGOSO;MA;CERRADO;-8.331963078;-45.88564132;60500000000000.0;CARGILL AGRICOLA S A;b1.1, b1.2;CARGIL;At-risk
129;BR-2112001;TASSO FRAGOSO;MA;CERRADO;-8.331963078;-45.88564132;5030000000000.0;WEISUL AGRICOLA LTDA;b1.4;other;At-risk
130;BR-2112001;TASSO FRAGOSO;MA;CERRADO;-8.653;-46.166;10500000000000.0;AGREX DO BRASIL SA;b1.1, b1.2, b1.4, b2.1, b2.2;other;At-risk
131;BR-2211209;URUCUI;PI;CERRADO;-8.293;-44.546;11000000000000.0;AMAGGI LOUIS DREYFUS ZENNOH GRAOS SA;b1.1, b1.2, b1.4;LOUIS DREYFUS;At-risk
132;BR-2928901;SAO DESIDERIO;BA;CERRADO;-13.211;-46.152;1719774838.0;ODAIR ANGELELLI;b1.5;other;At-risk
133;BR-2909307;CORRENTINA;BA;CERRADO;-13.431;-46.086;40637220072.0;GILSON OSMAR DENARDIN;b1.5;other;At-risk
134;BR-2928901;SAO DESIDERIO;BA;CERRADO;-13.236;-46.047;7090000000000.0;AGROPECUARIA CHAPADA VERDE LTDA;b1.4, b1.5;other;At-risk
135;BR-2928901;SAO DESIDERIO;BA;CERRADO;-13.185;-46.032;84000000000000.0;BUNGE ALIMENTOS SA;b1.1, b1.5, b2.4;BUNGE;At-risk
136;BR-2903201;BARREIRAS;BA;CERRADO;-12.044;-46.359;68633050544.0;MARCELINO WALKER;b1.5;other;At-risk
137;BR-2903201;BARREIRAS;BA;CERRADO;-12.044;-46.359;9390000000000.0;SJ BRAZIL FARMS N1 AGROPECUARIA LTDA;b1.4, b1.5;other;At-risk
138;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.835;-46.207;0.0;OLMIRO FLORES DE OLIVEIRA;b1.5;other;At-risk
139;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.835;-46.207;0.0;DIONIZIO BECKER;b1.5;other;At-risk
140;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.993;-46.083;51499142900.0;DIRCEU MONTANI;b1.5;other;At-risk
141;BR-2928901;SAO DESIDERIO;BA;CERRADO;-13.119;-46.067;43402704900.0;SERGIO IZAO MIZOTE;b1.5;other;At-risk
142;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.667;-46.012;41637550049.0;JAIME DA SILVA MORAIS;b1.5;other;At-risk
143;BR-2928901;SAO DESIDERIO;BA;CERRADO;-13.136;-46.003;61982709987.0;ANTONIO MARTINHO CAMPANHOLI;b1.5;other;At-risk
144;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.877;-45.999;0.0;OLMIRO FLORES DE OLIVEIRA;b1.5;other;At-risk
145;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.877;-45.999;0.0;DIONIZIO BECKER;b1.5;other;At-risk
146;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.96;-45.996;3770000000000.0;ARMS MIZOTE LTDA;b1.4, b1.5;other;At-risk
147;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.539;-45.901;32430892987.0;PAULO DAUTO NETO;b1.5;other;At-risk
148;BR-2928901;SAO DESIDERIO;BA;CERRADO;-12.564;-45.899;12200000000000.0;INDUSTRIAS REUNIDAS CORINGA LTDA;b1.5;other;At-risk
149;BR-2903201;BARREIRAS;BA;CERRADO;-12.107;-45.603;0.0;SP COMERCIO DE CEREAIS LTDA;b1.5;other;At-risk
150;BR-2903201;BARREIRAS;BA;CERRADO;-12.066;-45.592;37013017949.0;NELSON RICARDO DA CRUZ;b1.5;other;At-risk
151;BR-2903201;BARREIRAS;BA;CERRADO;-12.28;-45.561;58517804953.0;LUIS CARLOS WAMMES;b1.5;other;At-risk
152;BR-2903201;BARREIRAS;BA;CERRADO;-12.01761969;-45.52503267;87527278587.0;MARCOS CESAR SEVERO;b1.5;other;At-risk
153;BR-2903201;BARREIRAS;BA;CERRADO;-12.01761969;-45.52503267;69412545991.0;MARILENE ZANCANARO ZANELLA;b1.5;other;At-risk
154;BR-2903201;BARREIRAS;BA;CERRADO;-12.01761969;-45.52503267;60210729520.0;NEIMAR WALKER;b1.5;other;At-risk
155;BR-2903201;BARREIRAS;BA;CERRADO;-12.01761969;-45.52503267;47768533020.0;ROGERIO JOSE FAEDO;b1.5;other;At-risk
156;BR-2903201;BARREIRAS;BA;CERRADO;-12.01761969;-45.52503267;4210000000000.0;NELSON LUIS ROSO ME;b1.5;other;At-risk
157;BR-2903201;BARREIRAS;BA;CERRADO;-12.01761969;-45.52503267;3600000000000.0;SYNAGRO COMERCIAL AGRICOLA SA;b1.5;other;At-risk
158;BR-2903201;BARREIRAS;BA;CERRADO;-12.01761969;-45.52503267;1677727594.0;EVERTON LUIS BOSA;b1.5;other;At-risk
159;BR-2911105;FORMOSA DO RIO PRETO;BA;CERRADO;-11.414;-45.236;18913636034.0;WOLMAR JORGE GROSS;b1.5;other;At-risk
160;BR-4315602;RIO GRANDE;RS;PAMPA;-31.932;-52.312;64900000000000.0;CAMIL ALIMENTOS SA;b1.4, b2.2;other;At-risk
161;BR-3550308;SAO PAULO;SP;ATLANTIC FOREST;-23.537;-46.753;84000000000000.0;BUNGE ALIMENTOS SA;b1.1;BUNGE;At-risk
162;BR-3550308;SAO PAULO;SP;ATLANTIC FOREST;-23.517;-46.721;64900000000000.0;CAMIL ALIMENTOS SA;b1.4, b2.2;other;At-risk
163;BR-3548500;SANTOS;SP;ATLANTIC FOREST;-23.936;-46.314;56200000000000.0;TERMINAL 12 A SA;b1.2, b2.2;other;At-risk
164;BR-3548500;SANTOS;SP;ATLANTIC FOREST;-23.98;-46.293;18800000000000.0;TES  TERMINAL EXPORTADOR DE SANTOS S A;b1.2;other;At-risk
165;BR-3548500;SANTOS;SP;ATLANTIC FOREST;-23.86877838;-46.29151446;2000000000000.0;ADM DO BRASIL LTDA;b1.1;ADM;At-risk
166;BR-3103504;ARAGUARI;MG;CERRADO;-18.727;-48.105;0.0;RC ARMAZENS GERAIS LTDA  EPP;b1.5;other;At-risk
167;BR-3103504;ARAGUARI;MG;CERRADO;-18.727;-48.105;0.0;JOSE MARCIO PIASSA;b1.5;other;At-risk
168;BR-3103504;ARAGUARI;MG;CERRADO;-18.667;-48.176;20600000000000.0;BRASCAFE ARMAZENS GERAIS LTDA;b1.5;other;At-risk
169;BR-3103504;ARAGUARI;MG;CERRADO;-18.668;-48.176;20600000000000.0;BRASCAFE ARMAZENS GERAIS LTDA;b1.5;other;At-risk
170;BR-3103504;ARAGUARI;MG;CERRADO;-18.664;-48.171;0.0;JOSE MARCIO PIASSA;b1.5;other;At-risk
171;BR-3103504;ARAGUARI;MG;CERRADO;-18.664;-48.171;7890000000000.0;RC ARMAZENS GERAIS LTDA  EPP;b1.4, b1.5;other;At-risk
172;BR-3103504;ARAGUARI;MG;CERRADO;-18.655;-48.147;0.0;RC ARMAZENS GERAIS LTDA  EPP;b1.5;other;At-risk
